name,genre,cost,platform,popularity,pegi,year,developer,publisher,region,mode,engine,award,dlc_support,language,metascore,user_score,reviews,rating_source,copies_sold_millions,revenue_millions_usd
Assassin’s Creed Valhalla,Strategy,?,pc,N/A,?,1989,Unknown,?,NA,Online,Custom,Nominated,N,DE,N/A,9/10,N/A,?,N/A,$500M
Grand Theft Auto V,action,96.14,Mobile,298.25373274827706,18,9999,Microsoft,Unknown ,Global ,Online,Unity,GotY,Maybe,CN,?,?,N/A,?,30M,$1B
The Witcher 3: Wild Hunt,Shooter,$22,Mobile,?,12,2010,Ubisoft ,Sega,JP,Single ,?,?,N,EN,?,N/A,?,Metacritic,1.5M,94.3
FIFA 23,Shooter,N/A,XBOX,693.7371132786378,?,1994,Capcom,Sega,Global,?,Custom Engine,?,N,Multiple,80/100,N/A,42386,Steam,30M,$1B
The Legend of Zelda: Breath of the Wild,Simulation,1.06,Xbox,867.4301103609428,16,N/A,Bethesda,2K,JP,Co-op,Unity,Indie Award,Yes,?,80/100,N/A,35018,?,1.5M,N/A
League of Legends,Puzzle,110.78,Mobile,?,?,1997,Sony,?,JP,Co-op,Custom Engine,GotY,Unknown,EN/ES,29.6,9/10,?,?,N/A,$1B
Horizon Zero Dawn,Shooter,?,XBOX,776.1878888734948,18+,2013,Sony,?,NA/EU,Online,CryEngine,Nominated,Unknown,ES,80/100,N/A,30167.237143719893,Metacritic ,N/A,$1B
Resident Evil 4,Shooter,0,pc,53,12,1990,Sony,?,JP,Single-player,Custom Engine,GotY,?,DE,N/A,6.2,?,Steam,37.25,283.3
Horizon Zero Dawn,Racing,Free,Mobile,762.2847289684929,RP,2019,Activision,?,NA/EU,Single ,Custom,GOTY ,Unknown,DE,?,9/10,N/A,Metacritic ,30M,$1B
Sekiro: Shadows Die Twice,Indie,0,PlayStation,72,unknown,2019,Microsoft,Sony,?,Single-player,Unreal Engine,GotY,Y,JP,N/A,?,N/A,Steam,1.5M,$1B
Call of Duty: Modern Warfare,Shooter,?,Switch ,753.1024459921665,RP,2006,Bethesda,Sony,NA/EU,Online,Frostbite,GotY,N,Multiple,N/A,7.8,N/A,Metacritic,30M,?
Red Dead Redemption 2,Unknown,Free,Mobile,?,12,9999,Ubisoft,IndiePub,?,Single-player,?,NONE,N,PT,58.5,1.0,N/A,IGN,N/A,$1B
Halo Infinite,Sports,?,PS,N/A,7+,2014,Capcom,Microsoft,Global ,Multiplayer,?,NONE,?,ES,94.3,N/A,?,IGN,30M,N/A
Apex Legends,RPG,Free,PS,576.341461959482,12,2010,Unknown,Microsoft,?,?,CryEngine,None,No,?,80/100,?,6411.047380827806,OpenCritic,37.44,1419.5
The Legend of Zelda: Breath of the Wild,Shooter,0,Xbox,N/A,unknown,1992,Microsoft,Square Enix,JP,Co-op,CryEngine,Indie Award,Y,?,?,7.9,8093,IGN,?,?
The Sims 4,Action,0,Nintendo Switch,80,7+,2009,Rockstar,Unknown ,Global,?,Custom,Nominated,No,EN/ES,63.5,9/10,?,OpenCritic,N/A,$1B
The Sims 4,Shooter,?,Mobile,N/A,16,1987,Ubisoft ,Sega,Global,?,Custom Engine,Nominated,Maybe,CN,?,N/A,97180.67072231296,?,?,$500M
Hades,Adventure,0,Xbox,755.7310094811912,7,1986,Unknown,Bandai Namco,NA,Online,Unreal Engine,Nominated,Maybe,ES,69.2,3.7,N/A,OpenCritic,N/A,19.0
Animal Crossing: New Horizons,Indie,72.42,Switch ,N/A,12,2006,Ubisoft ,IndiePub,EU,Single ,?,GotY,No,EN/ES,?,N/A,?,Steam,N/A,$500M
Doom Eternal,Action,$37,PlayStation,N/A,18+,2019,Capcom,Sony,NA/EU,Single-player,Frostbite,None,Maybe,EN,?,?,?,?,1.5M,?
NBA 2K24,Adventure,70.68,XBOX,N/A,16,2006,nintendo,Bandai Namco,NA,Online,Unity,Indie Award,N,ES,N/A,?,9677.762856864114,Metacritic,1.5M,$1B
Doom Eternal,Puzzle,N/A,pc,?,12,2016,CapCom,2K,JP,Multiplayer,?,None,?,DE,N/A,0.6,32603,IGN ,N/A,$500M
Doom Eternal,RPG,N/A,Xbox,13,RP,2023,Microsoft,Sony,NA/EU,Online,Frostbite,GOTY ,N,JP,80/100,6.0,14907.026732562601,?,35.7,?
Hades,Puzzle,0,Switch ,N/A,18+,2001,CapCom,Square Enix,NA/EU,Single ,Custom Engine,GOTY ,?,Multiple,86.4,4.7,6183.47370082355,?,1.5M,N/A
Final Fantasy VII Remake,Unknown,?,XBOX,?,unknown,2018,EA,?,JP,Single-player,Custom,Indie Award,Y,?,80/100,9/10,N/A,Metacritic,3.03,$500M
Untitled Project,Puzzle,$56,Switch ,184.2493735312989,7,2013,Bethesda,Nintendo,Global,Single ,Unity ,?,Unknown,FR,80/100,N/A,18781.355514242736,Metacritic,30M,$500M
Game Prototype,Sports,Free,Nintendo Switch,N/A,unknown,2006,Capcom,?,Global,Multi ,Custom,Indie Award,Maybe,ES,?,9/10,N/A,IGN ,43.55,N/A
Game Prototype,Puzzle,49.49,Switch ,74,3,1991,Capcom,Square Enix,Global,Online,Unity ,Nominated,?,PT,N/A,9/10,12034,Metacritic ,N/A,N/A
NBA 2K24,Unknown,$46,Switch ,542.8048551164115,7,2021,Activision,Sega,?,Single ,Custom,Nominated,No,JP,54.4,0.0,8445,Metacritic ,1.9,$1B
Apex Legends,Action,?,Nintendo Switch,12.826389601269138,12,1994,Bethesda,Activision,Global,Single ,Frostbite,Indie Award,N,DE,?,N/A,?,Steam,?,$1B
Game Prototype,Action,4.11,Switch ,N/A,RP,?,Unknown,2K,JP,Multi ,?,?,N,JP,?,4.6,29111.203559637088,Steam,30M,1874.5
Sekiro: Shadows Die Twice,RPG ,?,Switch ,492.05884850084414,12,1988,Ubisoft,Activision,EU,Co-op,Frostbite,GotY,N,PT,80/100,9/10,?,OpenCritic,30M,N/A
Fortnite,Unknown,N/A,Mobile,37,7+,1997,Unknown,Nintendo,Global ,Single ,CryEngine,?,N,DE,?,9/10,21105,Metacritic ,30M,?
Red Dead Redemption 2,Puzzle,$45,PC,76,?,N/A,Activision,EA,Global ,Co-op,Custom Engine,?,?,FR,91.3,9/10,N/A,IGN,40.21,$1B
Sekiro: Shadows Die Twice,Simulation,$68,Switch ,N/A,7+,1988,EA,?,Global,Multiplayer,Custom Engine,Nominated,?,JP,80/100,N/A,43806,?,34.0,$1B
Fortnite,Shooter,Free,PlayStation,?,RP,?,Nintendo,EA,JP,Single ,CryEngine,Indie Award,Maybe,JP,?,N/A,56851.49658562209,Steam,1.5M,?
Call of Duty: Modern Warfare,action,0,Xbox,59,unknown,2002,CapCom,Activision,?,?,Frostbite,?,Maybe,EN/ES,62.4,?,N/A,IGN ,N/A,$1B
The Legend of Zelda: Breath of the Wild,Shooter,0,PS,?,18+,9999,Sony,Activision,Global ,Single-player,Unity ,?,N,Multiple,N/A,8.7,N/A,IGN,N/A,$500M
Super Mario Odyssey,Racing,N/A,PlayStation,526.7858731529857,RP,2009,CapCom,?,?,Co-op,Custom,NONE,Maybe,IT,N/A,N/A,84654.79109888372,Steam,30M,$500M
Red Dead Redemption 2,Racing,?,pc,N/A,16,2015,EA,Unknown ,EU,Multi ,Custom Engine,GotY,Maybe,Multiple,37.0,N/A,?,?,18.42,426.4
Unknown Game,RPG ,$31,PC,?,18,2012,Microsoft,Bandai Namco,?,Co-op,Custom,GOTY ,Maybe,Multiple,N/A,9/10,N/A,IGN ,N/A,$1B
Animal Crossing: New Horizons,Sports,$57,PC,N/A,18,2010,nintendo,Ubisoft,EU,Online,Custom Engine,?,Maybe,IT,?,N/A,N/A,?,33.16,$1B
Fortnite,Simulation,Free,PlayStation,210.56119094338322,unknown,2008,Unknown,Activision,NA/EU,Single-player,Custom,Nominated,Y,JP,N/A,N/A,2768,Steam,N/A,1644.7
The Sims 4,RPG,Free,Xbox,?,RP,2021,nintendo,EA,?,Single-player,Unity,GOTY ,Maybe,EN/ES,?,9.9,?,IGN,N/A,?
Hades,Action,N/A,PlayStation,84.86008134907198,7,1993,nintendo,Microsoft,NA,Single-player,Custom,Nominated,No,Multiple,?,N/A,?,Metacritic,?,$1B
Super Mario Odyssey,?,0,PC,N/A,RP,2008,Nintendo,Sega,Global ,Multi ,Unity ,None,Y,?,N/A,9/10,9820,?,30.22,N/A
Halo Infinite,Sports,Free,PlayStation,800.2346103941153,18+,1994,Sony,Ubisoft,JP,?,Unity ,Nominated,Yes,CN,N/A,1.4,29859,Steam,N/A,?
Final Fantasy VII Remake,Puzzle,N/A,PS,726.3238286680221,3,1991,nintendo,Activision,NA,Online,Unreal Engine,?,?,PT,N/A,2.6,?,Metacritic ,30M,$500M
Valorant,Adventure,N/A,PC,449.1950852156731,?,?,EA,Ubisoft,JP,Multiplayer,Custom,None,?,Multiple,?,7.8,26386,?,40.93,$1B
Elden Ring,Puzzle,0,Xbox,?,18,2000,Bethesda,Nintendo,NA,Online,?,GOTY ,?,FR,?,?,65634.29274242233,IGN ,4.4,N/A
Super Mario Odyssey,Shooter,?,Nintendo Switch,59,7+,2010,Ubisoft,?,Global ,Online,Custom,GOTY ,Maybe,JP,N/A,3.9,N/A,Steam,N/A,N/A
Assassin’s Creed Valhalla,Sports,Free,Nintendo Switch,N/A,16,1986,Bethesda,Square Enix,JP,?,Frostbite,GOTY ,Unknown,Multiple,28.8,9/10,74964.43623008145,IGN ,30M,?
Resident Evil 4,action,?,Nintendo Switch,336.4698083113794,18+,2006,Rockstar,Ubisoft,Global ,Multiplayer,?,?,Y,JP,N/A,9.8,N/A,IGN,N/A,?
Untitled Project,Simulation,$46,Nintendo Switch,145.6086864628664,RP,2007,Capcom,Square Enix,EU,Online,Unity ,NONE,Yes,PT,?,N/A,?,OpenCritic,?,466.3
FIFA 23,Shooter,0,PlayStation,?,12,2000,EA,?,NA/EU,Multiplayer,CryEngine,Nominated,?,PT,80/100,N/A,N/A,OpenCritic,30M,$1B
Animal Crossing: New Horizons,RPG ,N/A,Xbox,?,7+,1988,Ubisoft ,Sony,EU,?,Frostbite,?,N,IT,47.6,N/A,N/A,IGN ,?,N/A
Assassin’s Creed Valhalla,Indie,?,Mobile,9,12,1999,Nintendo,Activision,NA/EU,Multi ,?,GOTY ,No,ES,N/A,3.7,21566,Steam,?,?
 ,Simulation,?,pc,N/A,7+,1996,Capcom,2K,Global ,Single-player,Unreal Engine,None,N,IT,50.3,N/A,?,IGN,N/A,N/A
Sekiro: Shadows Die Twice,Action,N/A,Nintendo Switch,785.9555528835024,?,2010,nintendo,Sega,?,Online,?,?,Yes,?,42.9,5.6,2093,?,46.08,$500M
Elden Ring,action,16.13,XBOX,8,18,2002,EA,Square Enix,EU,Co-op,Custom,?,?,PT,?,1.2,?,Steam,1.5M,?
Resident Evil 4,Action,0,PS,?,7,1985,EA,Square Enix,NA,?,?,Indie Award,Unknown,EN,80/100,N/A,38771.52114166953,OpenCritic,23.22,$1B
Sekiro: Shadows Die Twice,Racing,0,Switch ,?,7+,1998,Unknown,Square Enix,Global,Online,Custom Engine,Nominated,Unknown,PT,N/A,9/10,45485,Steam,N/A,?
Doom Eternal,Simulation,44.44,PC,N/A,18,1993,CapCom,2K,Global ,Multi ,Unreal Engine,GotY,N,FR,N/A,?,3973.195516541572,IGN,1.5M,$500M
Halo Infinite,Simulation,$60,PC,?,12,2007,EA,Square Enix,EU,Single ,Unreal Engine,Nominated,No,EN,80/100,?,9513,?,1.5M,282.3
NBA 2K24,Indie,N/A,XBOX,?,7,1994,Rockstar,Activision,?,Single-player,Custom,NONE,N,CN,N/A,9/10,N/A,Metacritic,?,908.4
Assassin’s Creed Valhalla,action,?,Nintendo Switch,N/A,16,2001,Activision,Nintendo,?,Multi ,?,NONE,?,?,80/100,9/10,38355.675521451325,OpenCritic,40.74,$500M
Unknown Game,Racing,$22,PlayStation,N/A,RP,1989,EA,Square Enix,JP,Online,CryEngine,None,No,JP,?,?,45271,Steam,34.63,858.7
Call of Duty: Modern Warfare,Shooter,$25,Xbox,58,3,2018,Unknown,Square Enix,EU,Co-op,Unreal Engine,Indie Award,Y,?,36.1,?,35123,?,14.48,$1B
Minecraft,Action,$34,XBOX,609.6085366697182,18,2000,Square Enix,Square Enix,Global,Multiplayer,?,Nominated,Maybe,?,43.9,9/10,?,?,30M,323.1
Overwatch,Shooter,?,Mobile,51,7+,2011,CapCom,Square Enix,JP,Multi ,Unreal Engine,NONE,Unknown,?,?,?,?,Metacritic ,5.61,?
The Sims 4,Action,93.93,Switch ,365.70178941704603,16,2004,Unknown,Activision,NA/EU,Online,Custom Engine,GOTY ,Y,IT,N/A,9/10,?,IGN,21.89,1724.6
Super Mario Odyssey,Shooter,78.2,Mobile,30,RP,1998,Ubisoft,Sega,Global,Multi ,?,Indie Award,?,Multiple,?,9/10,N/A,Metacritic,1.5M,?
Super Mario Odyssey,?,Free,PlayStation,954.8696148130217,16,2004,Unknown,Sega,JP,Single ,Frostbite,Indie Award,Yes,PT,80/100,N/A,321,OpenCritic,27.86,?
Persona 5 Royal,?,Free,pc,62,12,?,Nintendo,?,JP,Co-op,Unreal Engine,None,Yes,ES,48.1,N/A,N/A,Steam,?,?
Apex Legends,Action,0,pc,14,18+,1986,CapCom,Sega,JP,?,Unreal Engine,Nominated,Unknown,?,N/A,9.9,?,?,30M,$500M
NBA 2K24,Action,$25,XBOX,66,12,1987,Bethesda,IndiePub,?,Online,?,GotY,Unknown,EN,N/A,9/10,?,Metacritic,30M,?
Overwatch,action,$61,XBOX,N/A,18,1985,Ubisoft ,Nintendo,Global ,Single ,Custom Engine,?,N,DE,?,9/10,?,Metacritic,?,N/A
The Legend of Zelda: Breath of the Wild,?,?,Nintendo Switch,480.54603200154276,?,9999,Bethesda,Nintendo,EU,Multiplayer,?,GotY,Yes,DE,N/A,1.8,?,Steam,30M,$1B
Persona 5 Royal,Action,?,Xbox,514.6169689599699,18+,2016,Activision,Square Enix,JP,?,Frostbite,GOTY ,?,JP,N/A,9/10,25579.788532339266,IGN,N/A,445.9
Halo Infinite,Unknown,?,Nintendo Switch,?,7+,2013,Activision,Activision,Global,Single-player,Unity ,None,Yes,EN/ES,62.8,?,23763,IGN,?,$1B
Fortnite,Adventure,39.89,Mobile,N/A,7+,2002,Activision,Microsoft,Global ,Single ,Custom Engine,?,Maybe,FR,N/A,9/10,N/A,IGN ,49.19,?
Grand Theft Auto V,RPG ,31.57,PC,?,18+,2023,Square Enix,Sega,EU,?,Custom Engine,?,Yes,DE,?,N/A,22631,Metacritic ,1.5M,$1B
NBA 2K24,Shooter,N/A,Mobile,N/A,18,1994,Unknown,Sega,Global ,Co-op,CryEngine,Nominated,?,IT,N/A,7.9,?,Metacritic,30M,$1B
League of Legends,action,$63,Xbox,N/A,18+,2016,Sony,Unknown ,?,Multi ,Unity ,Nominated,Unknown,FR,80.0,N/A,22246,Metacritic ,N/A,N/A
Dark Souls III,Action,26.47,Nintendo Switch,N/A,18,2010,Nintendo,?,Global ,Single ,Unity,GOTY ,Y,?,43.5,?,N/A,OpenCritic,30M,$500M
Cyberpunk 2077,Action,53.8,pc,56,7,?,Capcom,Ubisoft,EU,?,Unity ,GotY,Y,IT,?,4.9,N/A,IGN,2.32,1133.3
League of Legends,Racing,0,Mobile,769.1703366406175,16,2008,Ubisoft,IndiePub,?,Online,?,Nominated,N,CN,80/100,N/A,?,Metacritic,12.74,?
Red Dead Redemption 2,action,?,XBOX,N/A,3,2011,Microsoft,2K,NA,Single ,Custom Engine,GotY,Maybe,EN/ES,80/100,9/10,N/A,Metacritic,35.56,N/A
Assassin’s Creed Valhalla,Racing,$66,XBOX,506.49680588021727,7+,1994,Ubisoft ,Nintendo,JP,Single ,Unity ,Indie Award,Yes,CN,80/100,6.7,19139,IGN ,?,?
N/A,action,?,PS,?,RP,2024,Microsoft,2K,EU,Online,Unreal Engine,None,Y,ES,80/100,N/A,69501.69888979178,IGN,N/A,958.8
Assassin’s Creed Valhalla,Indie,?,Mobile,?,RP,2007,CapCom,IndiePub,NA/EU,Online,Unity ,None,No,EN/ES,?,?,23145,?,?,$1B
Elden Ring,RPG ,28.51,XBOX,N/A,7,2012,Activision,Sony,Global,?,Custom Engine,NONE,?,JP,80/100,N/A,8817,IGN ,N/A,$500M
Elden Ring,Adventure,0,Mobile,?,7,2020,Activision,2K,NA/EU,?,Frostbite,?,Yes,JP,N/A,?,44930,Metacritic,1.5M,$1B
Game Prototype,action,Free,PS,674.3504464421377,18,1996,nintendo,IndiePub,Global,Single ,Custom Engine,None,Unknown,EN,?,9/10,?,?,?,$500M
FIFA 23,RPG,$66,PC,N/A,7,1988,Square Enix,Unknown ,Global,Co-op,Unity ,NONE,Y,JP,?,9/10,64437.10621105137,IGN,1.5M,$500M
Ghost of Tsushima,RPG,0.65,Mobile,?,16,2002,Microsoft,Bandai Namco,JP,Single ,?,None,No,FR,N/A,8.8,?,Metacritic ,30M,$1B
Untitled Project,Adventure,N/A,pc,N/A,3,2021,Unknown,EA,EU,Single ,CryEngine,?,No,IT,96.5,?,N/A,OpenCritic,1.5M,$1B
Minecraft,Racing,28.91,XBOX,68,7,2021,Nintendo,2K,JP,Multiplayer,?,GOTY ,N,?,80/100,?,?,Metacritic ,24.25,$1B
The Witcher 3: Wild Hunt,Strategy,N/A,PlayStation,N/A,7+,2021,Rockstar,Square Enix,Global,Single-player,Unity ,None,Yes,IT,?,7.1,N/A,Steam,1.5M,?
Super Mario Odyssey,?,N/A,Mobile,138.63349791414404,18,1989,EA,?,Global ,Multi ,Custom Engine,GotY,N,FR,98.0,9/10,?,IGN ,?,102.5
Dark Souls III,?,N/A,Switch ,90,12,1988,EA,Sega,JP,Online,Unreal Engine,Nominated,Yes,EN/ES,58.0,?,N/A,OpenCritic,N/A,N/A
Super Mario Odyssey,Sports,Free,PC,740.6536595883985,unknown,1999,CapCom,Sony,EU,Co-op,Custom Engine,Indie Award,No,DE,N/A,9/10,15040,OpenCritic,30M,N/A
The Legend of Zelda: Breath of the Wild,Unknown,0,PC,N/A,12,1990,Rockstar,?,Global ,Single ,?,None,Y,IT,N/A,10.0,N/A,Steam,N/A,$1B
God of War,?,115.53,pc,60,RP,1988,Rockstar,?,EU,Co-op,Unity,GOTY ,Maybe,EN/ES,67.9,2.5,N/A,Steam,30M,?
Sekiro: Shadows Die Twice,?,Free,Mobile,N/A,RP,2001,Microsoft,Bandai Namco,NA,Co-op,Frostbite,None,?,ES,80/100,?,18368,Steam,?,N/A
Fortnite,Sports,N/A,XBOX,N/A,3,2024,Rockstar,?,EU,Single-player,?,Nominated,Y,JP,56.6,6.3,N/A,Steam,30M,$500M
N/A,Puzzle,N/A,pc,N/A,16,2001,EA,Bandai Namco,?,Single-player,Custom Engine,Nominated,No,?,?,N/A,12048.12211492684,Steam,N/A,?
The Witcher 3: Wild Hunt,Action,0,PlayStation,N/A,unknown,1999,EA,Ubisoft,NA,Co-op,Unreal Engine,Nominated,Unknown,EN/ES,N/A,9/10,61300.64998968363,?,N/A,?
Overwatch,Shooter,Free,PC,?,18+,2017,Ubisoft ,Sega,Global ,Single ,CryEngine,NONE,Yes,?,?,N/A,25498.62419690606,IGN ,?,1826.2
Fortnite,Action,0,Nintendo Switch,9,12,1994,Square Enix,EA,Global ,Online,?,GOTY ,Unknown,?,80/100,9/10,?,IGN ,1.5M,?
The Witcher 3: Wild Hunt,RPG ,4.2,Nintendo Switch,479.1790262455764,7+,2000,Microsoft,EA,JP,Co-op,Unity,None,Unknown,JP,N/A,N/A,?,Metacritic ,30M,$500M
Persona 5 Royal,Indie,40.57,Xbox,N/A,?,2000,Ubisoft ,Ubisoft,JP,Online,Custom,GOTY ,Y,PT,N/A,?,48003,Metacritic,N/A,$1B
NBA 2K24,Sports,0,PC,?,16,2016,Sony,Sega,NA,?,Frostbite,?,Unknown,IT,N/A,9/10,N/A,?,30M,$1B
Sekiro: Shadows Die Twice,Adventure,$69,PlayStation,40,unknown,2012,nintendo,Activision,Global ,Online,Custom,None,N,CN,64.0,9/10,16512.91449141522,Metacritic ,0.32,?
League of Legends,Unknown,?,Xbox,44,7,1998,EA,Sony,EU,Single ,Unity,GOTY ,Maybe,FR,?,9/10,N/A,Metacritic ,N/A,?
Cyberpunk 2077,RPG ,0,Xbox,7,18,2017,Ubisoft ,Nintendo,JP,Co-op,Unreal Engine,None,?,CN,80/100,6.3,?,Metacritic,?,N/A
Elden Ring,Sports,N/A,PS,21.93837455215053,7,2006,nintendo,Activision,?,Co-op,Custom,Indie Award,Y,Multiple,35.5,9/10,69478.96002366209,Metacritic,N/A,N/A
Resident Evil 4,Sports,N/A,PC,285.3116177499629,unknown,1988,Nintendo,Bandai Namco,NA/EU,Single-player,Frostbite,GotY,No,ES,82.9,2.6,N/A,Metacritic,?,N/A
Dark Souls III,Strategy,$36,PC,N/A,3,2021,Ubisoft,EA,EU,?,Frostbite,?,?,DE,80/100,N/A,83150.18875460046,?,10.27,?
Game Prototype,Adventure,117.45,PlayStation,?,18,1993,Square Enix,EA,NA/EU,Online,Unreal Engine,None,?,FR,37.2,N/A,32593.962886022386,OpenCritic,N/A,N/A
The Legend of Zelda: Breath of the Wild,Strategy,Free,Mobile,132.28923179845387,7+,2005,Ubisoft ,Microsoft,?,?,CryEngine,NONE,No,EN,80/100,?,1103,IGN,1.5M,$1B
Red Dead Redemption 2,action,Free,PS,179.1069757442646,?,1992,Capcom,Square Enix,JP,Multi ,Frostbite,GotY,Unknown,PT,?,9/10,42826.78312917798,?,1.5M,$1B
The Witcher 3: Wild Hunt,Racing,Free,Mobile,82,7,2018,CapCom,Sega,Global,Single ,Unreal Engine,Nominated,N,?,80/100,N/A,24610.72029325333,IGN,33.61,?
League of Legends,action,0,Nintendo Switch,644.5833973107932,16,2024,Square Enix,Bandai Namco,NA/EU,Single-player,CryEngine,None,Maybe,?,?,2.2,16793.866945689984,Metacritic,1.5M,$500M
Halo Infinite,Strategy,0,PlayStation,N/A,3,2006,Capcom,Nintendo,NA/EU,Multi ,CryEngine,Indie Award,Unknown,Multiple,N/A,?,41358,IGN ,?,$1B
The Witcher 3: Wild Hunt,Simulation,0,PlayStation,N/A,12,1989,CapCom,EA,EU,Multiplayer,Unreal Engine,None,Yes,JP,80/100,?,?,IGN,30M,N/A
Untitled Project,Simulation,0,XBOX,?,?,2000,Rockstar,Sega,Global,Co-op,Custom Engine,None,N,EN/ES,N/A,9/10,48165.39547990342,Metacritic,N/A,$500M
Assassin’s Creed Valhalla,RPG ,89.48,PC,?,?,1985,Ubisoft,Nintendo,Global,Multi ,Custom,?,?,PT,34.4,8.3,26590,?,?,205.0
Red Dead Redemption 2,Simulation,N/A,Xbox,92,18,2019,Nintendo,?,Global ,?,Unity,Nominated,N,DE,69.1,9/10,?,Steam,1.5M,$1B
Persona 5 Royal,Adventure,Free,Mobile,475.07953465882855,RP,2016,Nintendo,2K,NA,Single-player,Frostbite,Indie Award,Unknown,CN,80/100,9/10,10262,Steam,1.5M,$500M
Final Fantasy VII Remake,Puzzle,Free,pc,N/A,RP,1991,Ubisoft,EA,NA/EU,Multi ,Unity ,GOTY ,Y,DE,N/A,9/10,7023,IGN,?,?
Cyberpunk 2077,Simulation,0,Switch ,33,unknown,1989,nintendo,Bandai Namco,?,Online,Custom,?,Yes,PT,39.0,N/A,63284.61401251868,IGN ,1.5M,$1B
Sekiro: Shadows Die Twice,Sports,96.19,PS,?,18,2007,EA,?,NA/EU,Online,Custom Engine,NONE,Maybe,?,80/100,?,N/A,Steam,N/A,$500M
Assassin’s Creed Valhalla,Strategy,N/A,PS,N/A,7+,2004,Bethesda,Nintendo,EU,Multiplayer,Unity ,None,Unknown,ES,80/100,8.5,38844,IGN ,30M,N/A
 ,?,N/A,Nintendo Switch,?,RP,2009,nintendo,Microsoft,NA,Co-op,Unreal Engine,None,Unknown,EN,96.0,7.2,65467.69729085186,IGN ,?,1660.2
God of War,Simulation,$42,pc,88,12,1990,Microsoft,EA,?,Multiplayer,Unreal Engine,GOTY ,?,Multiple,N/A,N/A,31234,OpenCritic,1.5M,N/A
 ,Adventure,Free,Switch ,N/A,12,1987,Square Enix,EA,NA,Online,Unity ,GotY,Yes,DE,54.3,8.2,N/A,OpenCritic,44.93,$1B
Red Dead Redemption 2,Shooter,N/A,PC,?,?,2007,nintendo,Activision,NA/EU,Online,Unity,?,?,EN,N/A,6.9,14926,Metacritic,37.65,$1B
Game Prototype,RPG,$30,Switch ,36,7+,1997,Microsoft,?,EU,Co-op,Custom,GOTY ,Maybe,?,48.8,N/A,84456.24146867286,OpenCritic,?,979.3
Final Fantasy VII Remake,Strategy,?,PS,N/A,12,1990,Unknown,Activision,Global,Online,Custom Engine,Nominated,?,EN,80/100,?,20317,IGN,30M,1553.1
Animal Crossing: New Horizons,Strategy,33.89,PS,364.6162944469901,?,1999,CapCom,Square Enix,Global ,Co-op,Unity,?,Unknown,PT,?,9/10,29680.76692951701,IGN,1.5M,356.4
Red Dead Redemption 2,RPG ,0,Nintendo Switch,?,16,1995,Microsoft,?,?,Online,?,Nominated,?,Multiple,N/A,N/A,N/A,?,30M,$500M
Horizon Zero Dawn,Indie,60.7,PlayStation,N/A,12,2005,nintendo,Sega,Global,Single ,CryEngine,GOTY ,No,CN,N/A,N/A,?,Metacritic ,1.5M,$500M
Horizon Zero Dawn,Indie,Free,pc,N/A,18+,1987,Ubisoft ,Ubisoft,?,Multi ,Custom Engine,Nominated,Yes,PT,?,?,49036.72424893797,?,30M,?
Game Prototype,Simulation,82.45,PS,55,12,1991,Activision,Activision,NA,Online,?,Indie Award,Unknown,DE,N/A,7.5,90939.42868400885,IGN,30M,?
Final Fantasy VII Remake,Racing,Free,Nintendo Switch,293.261827893228,12,2009,Rockstar,EA,Global,Co-op,Unreal Engine,NONE,Yes,?,80/100,N/A,38894,IGN ,30M,N/A
Horizon Zero Dawn,Puzzle,N/A,PS,652.5966540743585,12,1999,Capcom,?,Global,Multi ,Custom,GotY,No,ES,N/A,N/A,36844,?,N/A,262.3
Halo Infinite,RPG,0,Xbox,?,12,2003,Ubisoft,Bandai Namco,Global ,Co-op,Unity,?,Y,Multiple,?,?,28446.018467539823,IGN,30M,?
Call of Duty: Modern Warfare,Adventure,Free,XBOX,?,?,2008,Square Enix,Unknown ,NA/EU,Online,Custom Engine,GOTY ,Y,EN/ES,?,9/10,18322.62698077416,IGN ,10.21,?
N/A,Racing,64.54,Xbox,N/A,RP,2008,Sony,2K,NA,Online,?,GotY,Unknown,CN,84.3,N/A,34451.923874058186,Metacritic,?,$500M
Dark Souls III,Adventure,0,PlayStation,91,unknown,2023,Square Enix,Bandai Namco,EU,Single ,CryEngine,GOTY ,Yes,ES,?,N/A,N/A,?,?,N/A
Elden Ring,Action,$54,XBOX,264.87438945969575,7,2022,nintendo,Sony,NA/EU,Single-player,Frostbite,Indie Award,No,CN,N/A,?,N/A,Metacritic,30M,1072.0
God of War,Puzzle,?,PC,67,18+,2004,Bethesda,Nintendo,NA,Multiplayer,CryEngine,?,Yes,JP,55.6,N/A,62003.539090563776,OpenCritic,?,$500M
 ,Racing,?,Nintendo Switch,N/A,18,1990,EA,Activision,?,Single-player,Unity,GotY,Maybe,Multiple,?,9/10,?,OpenCritic,1.5M,626.0
 ,RPG,N/A,PS,N/A,18,2019,Activision,2K,JP,Multi ,?,GOTY ,N,CN,N/A,?,?,IGN ,30M,N/A
Super Mario Odyssey,Strategy,Free,Nintendo Switch,794.4468753858611,7,2006,Ubisoft ,2K,EU,Single-player,Custom Engine,Nominated,Y,Multiple,80/100,1.2,N/A,Metacritic,1.5M,?
Sekiro: Shadows Die Twice,Puzzle,$70,pc,N/A,18+,9999,Ubisoft,Ubisoft,?,Multiplayer,CryEngine,?,Y,PT,?,N/A,67390.81302535984,IGN ,N/A,$1B
